Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
meshets,N,7,"['Ġmes', 'he', 'ts']",2,0.57,585.82,0.98
meshoms,N,7,"['Ġm', 'esh', 'oms']",2,0.57,594.3,1.0
mesia,N,5,"['Ġmes', 'ia']",1,0.6,652.5,1.0
mesian,N,6,"['Ġmes', 'ian']",1,0.67,602.57,0.95
mesif,N,5,"['Ġmes', 'if']",1,0.6,608.9,1.0
mesing,N,6,"['Ġmes', 'ing']",1,0.67,651.39,0.95
mesins,N,6,"['Ġmes', 'ins']",1,0.67,587.08,0.98
mesiyas,N,7,"['Ġmes', 'iy', 'as']",2,0.57,564.2,1.0
messauce,N,8,"['Ġmess', 'au', 'ce']",2,0.62,614.58,0.97
mests,N,5,"['Ġm', 'ests']",1,0.6,659.14,0.92
mesty,N,5,"['Ġm', 'est', 'y']",2,0.4,667.79,1.0
mether,N,6,"['Ġmet', 'her']",1,0.67,649.1,0.98
metie,N,5,"['Ġmet', 'ie']",1,0.6,588.05,1.0
metifynes,N,9,"['Ġmet', 'ify', 'nes']",2,0.67,580.97,1.0
metios,N,6,"['Ġmet', 'ios']",1,0.67,584.54,1.0
metlors,N,7,"['Ġmet', 'l', 'ors']",2,0.57,593.14,1.0
metted,N,6,"['Ġmet', 'ted']",1,0.67,708.21,0.88
metter,N,6,"['Ġmet', 'ter']",1,0.67,657.36,0.99
metters,N,7,"['Ġmet', 'ters']",1,0.71,635.42,0.98
metting,N,7,"['Ġmet', 'ting']",1,0.71,710.35,0.89
mevans,N,6,"['Ġme', 'v', 'ans']",2,0.5,603.89,1.0
meve,N,4,"['Ġme', 've']",1,0.5,570.68,1.0
mewace,N,6,"['Ġm', 'ew', 'ace']",2,0.5,562.63,1.0
mewish,N,6,"['Ġm', 'ewish']",1,0.67,701.68,0.8
mewn,N,4,"['Ġm', 'ew', 'n']",2,0.25,652.24,0.85
mexclant,N,8,"['Ġme', 'x', 'cl', 'ant']",3,0.5,541.69,0.97
mexclants,N,9,"['Ġme', 'x', 'cl', 'ants']",3,0.56,643.0,1.0
mez,N,3,"['Ġme', 'z']",1,0.33,563.78,1.0
mibade,N,6,"['Ġm', 'ib', 'ade']",2,0.5,569.62,1.0
mibo,N,4,"['Ġm', 'ib', 'o']",2,0.25,533.92,1.0
mibroal,N,7,"['Ġm', 'ib', 'ro', 'al']",3,0.43,581.47,0.98
micceed,N,7,"['Ġmic', 'ceed']",1,0.71,585.08,1.0
miccess,N,7,"['Ġmic', 'cess']",1,0.71,560.35,1.0
miccinct,N,8,"['Ġmic', 'c', 'inct']",2,0.62,559.47,1.0
miccour,N,7,"['Ġmic', 'c', 'our']",2,0.57,571.82,1.0
miccoured,N,9,"['Ġmic', 'c', 'oured']",2,0.67,656.82,1.0
micer,N,5,"['Ġmic', 'er']",1,0.6,781.18,0.76
mices,N,5,"['Ġm', 'ices']",1,0.6,1071.5,0.11
miciant,N,7,"['Ġmic', 'iant']",1,0.71,648.02,1.0
mickage,N,7,"['Ġm', 'ick', 'age']",2,0.57,636.78,0.92
mickaged,N,8,"['Ġm', 'ick', 'aged']",2,0.62,679.74,1.0
micked,N,6,"['Ġm', 'icked']",1,0.67,815.52,0.68
micker,N,6,"['Ġm', 'ick', 'er']",2,0.5,716.88,0.89
mickers,N,7,"['Ġm', 'ick', 'ers']",2,0.57,720.14,0.9
micket,N,6,"['Ġm', 'ick', 'et']",2,0.5,638.84,0.92
mickets,N,7,"['Ġm', 'ick', 'ets']",2,0.57,613.58,1.0
micking,N,7,"['Ġm', 'icking']",1,0.71,764.32,0.9
mickled,N,7,"['Ġm', 'ick', 'led']",2,0.57,712.69,0.95
mickling,N,8,"['Ġm', 'ick', 'ling']",2,0.62,704.08,0.97
miclacks,N,8,"['Ġmic', 'l', 'acks']",2,0.62,616.35,1.0
mict,N,4,"['Ġm', 'ict']",1,0.5,567.16,0.97
micten,N,6,"['Ġmic', 'ten']",1,0.67,546.78,0.97
miction,N,7,"['Ġm', 'iction']",1,0.71,600.68,0.92
midars,N,6,"['Ġmid', 'ars']",1,0.67,585.38,0.92
midbe,N,5,"['Ġmid', 'be']",1,0.6,607.84,1.0
midbuff,N,7,"['Ġmid', 'b', 'uff']",2,0.57,609.66,0.98
midchap,N,7,"['Ġmid', 'ch', 'ap']",2,0.57,696.81,0.98
midcirl,N,7,"['Ġmid', 'c', 'irl']",2,0.57,615.29,1.0
midclaps,N,8,"['Ġmid', 'cl', 'aps']",2,0.62,666.83,0.92
mide,N,4,"['Ġm', 'ide']",1,0.5,618.12,0.96
midees,N,6,"['Ġm', 'ide', 'es']",2,0.5,578.85,1.0
mides,N,5,"['Ġm', 'ides']",1,0.6,594.29,1.0
midflies,N,8,"['Ġmid', 'fl', 'ies']",2,0.62,758.76,0.84
midfly,N,6,"['Ġmid', 'f', 'ly']",2,0.5,737.34,0.72
midged,N,6,"['Ġmid', 'ged']",1,0.67,717.96,0.68
midgemen,N,8,"['Ġmid', 'ge', 'men']",2,0.62,704.03,0.97
midlock,N,7,"['Ġmid', 'lock']",1,0.71,741.3,0.68
midlocks,N,8,"['Ġmid', 'l', 'ocks']",2,0.62,756.81,0.75
midma,N,5,"['Ġmid', 'ma']",1,0.6,613.32,1.0
midnate,N,7,"['Ġmid', 'n', 'ate']",2,0.57,656.69,1.0
midnet,N,6,"['Ġmid', 'net']",1,0.67,700.24,0.98
midnets,N,7,"['Ġmid', 'n', 'ets']",2,0.57,660.57,0.98
midraints,N,9,"['Ġmid', 'raint', 's']",2,0.67,736.54,0.97
mied,N,4,"['Ġm', 'ied']",1,0.5,549.78,0.97
miem,N,4,"['Ġmi', 'em']",1,0.5,570.86,1.0
mierce,N,6,"['Ġm', 'ier', 'ce']",2,0.5,609.22,1.0
miet,N,4,"['Ġm', 'iet']",1,0.5,584.75,1.0
mifar,N,5,"['Ġm', 'if', 'ar']",2,0.4,541.58,1.0
mifas,N,5,"['Ġm', 'if', 'as']",2,0.4,674.35,0.97
mifed,N,5,"['Ġm', 'if', 'ed']",2,0.4,654.34,0.92
miffbop,N,7,"['Ġm', 'iff', 'b', 'op']",3,0.43,583.95,1.0
miffer,N,6,"['Ġm', 'if', 'fer']",2,0.5,653.59,0.82
miffers,N,7,"['Ġm', 'iff', 'ers']",2,0.57,671.56,0.95
mifficed,N,8,"['Ġm', 'iff', 'iced']",2,0.62,618.92,1.0
miffings,N,8,"['Ġm', 'iff', 'ings']",2,0.62,639.11,0.9
miffnen,N,7,"['Ġm', 'iff', 'n', 'en']",3,0.43,600.98,1.0
miffup,N,6,"['Ġm', 'iff', 'up']",2,0.5,587.98,1.0
mift,N,4,"['Ġm', 'ift']",1,0.5,652.53,0.88
mifting,N,7,"['Ġm', 'if', 'ting']",2,0.57,659.38,0.92
migared,N,7,"['Ġmig', 'ared']",1,0.71,628.92,0.97
migars,N,6,"['Ġmig', 'ars']",1,0.67,642.48,1.0
miges,N,5,"['Ġmig', 'es']",1,0.6,636.44,0.92
miggits,N,7,"['Ġmig', 'g', 'its']",2,0.57,669.94,0.9
miggle,N,6,"['Ġmig', 'g', 'le']",2,0.5,719.69,0.84
miging,N,6,"['Ġmig', 'ing']",1,0.67,675.11,0.92
miglewed,N,8,"['Ġmig', 'le', 'w', 'ed']",3,0.5,640.03,1.0
mignil,N,6,"['Ġm', 'ign', 'il']",2,0.5,589.13,1.0
mignups,N,7,"['Ġm', 'ign', 'up', 's']",3,0.43,589.5,1.0
migor,N,5,"['Ġmig', 'or']",1,0.6,595.03,0.98
migors,N,6,"['Ġmig', 'ors']",1,0.67,578.95,0.95
migrect,N,7,"['Ġmig', 'rect']",1,0.71,620.77,1.0
migrempts,N,9,"['Ġmig', 'rem', 'pt', 's']",3,0.56,587.14,1.0
migrenne,N,8,"['Ġmig', 'ren', 'ne']",2,0.62,659.11,0.95
migrents,N,8,"['Ġmig', 'rent', 's']",2,0.62,791.42,0.85
migyans,N,7,"['Ġmig', 'y', 'ans']",2,0.57,615.05,1.0
migyez,N,6,"['Ġmig', 'ye', 'z']",2,0.5,517.97,1.0
mikim,N,5,"['Ġm', 'ik', 'im']",2,0.4,566.68,1.0
milack,N,6,"['Ġmil', 'ack']",1,0.67,564.89,1.0
milacks,N,7,"['Ġmil', 'acks']",1,0.71,592.48,1.0
milcher,N,7,"['Ġmil', 'cher']",1,0.71,565.63,0.92
milches,N,7,"['Ġmil', 'ches']",1,0.71,616.38,0.98
milchy,N,6,"['Ġmil', 'ch', 'y']",2,0.5,605.13,1.0
milded,N,6,"['Ġmild', 'ed']",1,0.67,817.17,0.55
mildes,N,6,"['Ġmild', 'es']",1,0.67,630.17,0.95
mildy,N,5,"['Ġmild', 'y']",1,0.6,867.33,0.11
mileaf,N,6,"['Ġmile', 'af']",1,0.67,607.2,1.0
miled,N,5,"['Ġmil', 'ed']",1,0.6,768.33,0.42
milint,N,6,"['Ġmil', 'int']",1,0.67,629.14,0.95
millandths,N,10,"['Ġmill', 'and', 'ths']",2,0.7,685.87,1.0
millied,N,7,"['Ġmill', 'ied']",1,0.71,661.38,0.82
millocks,N,8,"['Ġmill', 'ocks']",1,0.75,656.35,0.92
millolves,N,9,"['Ġmill', 'olves']",1,0.78,611.86,1.0
millorch,N,8,"['Ġmill', 'or', 'ch']",2,0.62,549.86,1.0
millored,N,8,"['Ġmill', 'ored']",1,0.75,646.53,0.92
millorn,N,7,"['Ġmill', 'orn']",1,0.71,621.49,0.97
millors,N,7,"['Ġmill', 'ors']",1,0.71,663.75,0.95
millourts,N,9,"['Ġmill', 'our', 'ts']",2,0.67,615.85,1.0
milmish,N,7,"['Ġmil', 'm', 'ish']",2,0.57,590.26,1.0
milmist,N,7,"['Ġmil', 'm', 'ist']",2,0.57,597.83,1.0
milpount,N,8,"['Ġmil', 'p', 'ount']",2,0.62,617.44,0.98
milst,N,5,"['Ġmil', 'st']",1,0.6,640.14,0.97
milthess,N,8,"['Ġmil', 't', 'hes', 's']",3,0.5,615.13,1.0
milts,N,5,"['Ġmil', 'ts']",1,0.6,706.65,0.95
mimbed,N,6,"['Ġm', 'im', 'bed']",2,0.5,646.56,0.97
mimeist,N,7,"['Ġm', 'ime', 'ist']",2,0.57,646.08,0.98
mimice,N,6,"['Ġm', 'im', 'ice']",2,0.5,804.76,0.95
mimly,N,5,"['Ġm', 'im', 'ly']",2,0.4,614.23,0.9
mimmer,N,6,"['Ġm', 'im', 'mer']",2,0.5,697.11,0.95
mimmered,N,8,"['Ġm', 'imm', 'ered']",2,0.62,777.06,0.92
mimmers,N,7,"['Ġm', 'imm', 'ers']",2,0.57,661.9,0.8
mimmin,N,6,"['Ġm', 'im', 'min']",2,0.5,595.02,1.0
mimmit,N,6,"['Ġm', 'im', 'mit']",2,0.5,605.56,1.0
mimmits,N,7,"['Ġm', 'imm', 'its']",2,0.57,648.25,0.95
mimmon,N,6,"['Ġm', 'im', 'mon']",2,0.5,632.26,0.97
mimmoned,N,8,"['Ġm', 'im', 'mon', 'ed']",3,0.5,798.57,0.97
mimmons,N,7,"['Ġm', 'imm', 'ons']",2,0.57,645.89,0.97
mimp,N,4,"['Ġm', 'imp']",1,0.5,581.5,0.99
mimps,N,5,"['Ġm', 'im', 'ps']",2,0.4,596.55,0.97
mimpshains,N,10,"['Ġm', 'imp', 'sh', 'ains']",3,0.6,594.98,1.0
mimras,N,6,"['Ġm', 'im', 'ras']",2,0.5,602.33,0.98
mimta,N,5,"['Ġm', 'im', 't', 'a']",3,0.2,574.97,1.0
mincake,N,7,"['Ġmin', 'c', 'ake']",2,0.57,681.11,1.0
minceless,N,9,"['Ġm', 'ince', 'less']",2,0.67,863.43,0.6
mincens,N,7,"['Ġmin', 'c', 'ens']",2,0.57,649.62,0.97
minching,N,8,"['Ġmin', 'ching']",1,0.75,787.12,0.88
mindered,N,8,"['Ġmind', 'ered']",1,0.75,813.92,0.7
mindland,N,8,"['Ġmind', 'land']",1,0.75,841.09,0.88
mindleance,N,10,"['Ġmind', 'le', 'ance']",2,0.7,687.85,1.0
mindled,N,7,"['Ġmind', 'led']",1,0.71,782.86,0.71
mindles,N,7,"['Ġmind', 'les']",1,0.71,798.09,0.87
mindline,N,8,"['Ġmind', 'line']",1,0.75,762.19,0.82
mindly,N,6,"['Ġmind', 'ly']",1,0.67,754.67,0.45
mindman,N,7,"['Ġmind', 'man']",1,0.71,777.52,0.79
mindmast,N,8,"['Ġmind', 'm', 'ast']",2,0.62,738.65,0.85
mindook,N,7,"['Ġmind', 'ook']",1,0.71,633.0,1.0
mindsail,N,8,"['Ġminds', 'ail']",1,0.75,692.36,0.95
minesman,N,8,"['Ġm', 'ines', 'man']",2,0.62,776.29,0.66
mingtain,N,8,"['Ġm', 'ing', 't', 'ain']",3,0.5,650.92,1.0
mingtained,N,10,"['Ġm', 'ing', 't', 'ained']",3,0.6,695.17,1.0
mingtains,N,9,"['Ġm', 'ing', 't', 'ains']",3,0.56,670.57,1.0
minic,N,5,"['Ġmin', 'ic']",1,0.6,870.83,0.79
minics,N,6,"['Ġmin', 'ics']",1,0.67,801.11,0.8
minkbag,N,7,"['Ġm', 'ink', 'b', 'ag']",3,0.43,662.09,0.92
minker,N,6,"['Ġm', 'ink', 'er']",2,0.5,687.87,0.87
minking,N,7,"['Ġm', 'inking']",1,0.71,705.0,0.9
minlice,N,7,"['Ġmin', 'l', 'ice']",2,0.57,652.42,1.0
minnall,N,7,"['Ġmin', 'n', 'all']",2,0.57,564.17,1.0
minning,N,7,"['Ġmin', 'ning']",1,0.71,738.0,0.8
minped,N,6,"['Ġmin', 'ped']",1,0.67,632.7,0.97
minsa,N,5,"['Ġm', 'ins', 'a']",2,0.4,637.97,0.97
minsas,N,6,"['Ġm', 'ins', 'as']",2,0.5,569.13,0.95
minscelled,N,10,"['Ġm', 'ins', 'cell', 'ed']",3,0.6,671.41,0.98
minscrect,N,9,"['Ġm', 'ins', 'c', 'rect']",3,0.56,692.65,1.0
minsing,N,7,"['Ġm', 'ins', 'ing']",2,0.57,713.0,0.87
minsish,N,7,"['Ġm', 'ins', 'ish']",2,0.57,694.92,1.0
minsless,N,8,"['Ġm', 'ins', 'less']",2,0.62,686.11,1.0
minsy,N,5,"['Ġm', 'ins', 'y']",2,0.4,663.89,1.0
mintace,N,7,"['Ġm', 'int', 'ace']",2,0.57,750.14,1.0
mintaves,N,8,"['Ġm', 'int', 'aves']",2,0.62,628.33,1.0
minthral,N,8,"['Ġmin', 'th', 'ral']",2,0.62,626.5,1.0
mintiles,N,8,"['Ġm', 'int', 'iles']",2,0.62,594.48,1.0
mintived,N,8,"['Ġm', 'int', 'ived']",2,0.62,639.79,1.0
minude,N,6,"['Ġmin', 'ude']",1,0.67,642.41,1.0
mioch,N,5,"['Ġm', 'io', 'ch']",2,0.4,550.05,1.0
miocks,N,6,"['Ġmi', 'ocks']",1,0.67,581.29,1.0
miossed,N,7,"['Ġmi', 'oss', 'ed']",2,0.57,574.54,0.97
mipe,N,4,"['Ġm', 'ipe']",1,0.5,579.24,0.96
miped,N,5,"['Ġm', 'iped']",1,0.6,651.38,0.97
mipes,N,5,"['Ġm', 'ip', 'es']",2,0.4,646.78,0.99
mipest,N,6,"['Ġm', 'ip', 'est']",2,0.5,606.08,1.0
miphan,N,6,"['Ġm', 'iph', 'an']",2,0.5,550.1,1.0
miphens,N,7,"['Ġm', 'ip', 'hens']",2,0.57,581.59,1.0
miphibes,N,8,"['Ġm', 'ip', 'hib', 'es']",3,0.5,565.33,1.0
mipped,N,6,"['Ġm', 'ipped']",1,0.67,653.66,0.95
mippen,N,6,"['Ġm', 'ipp', 'en']",2,0.5,572.1,1.0
mipple,N,6,"['Ġm', 'ipp', 'le']",2,0.5,597.42,0.95
mippor,N,6,"['Ġm', 'ipp', 'or']",2,0.5,597.21,1.0
miq,N,3,"['Ġmi', 'q']",1,0.33,503.81,0.99
miqist,N,6,"['Ġmi', 'q', 'ist']",2,0.5,602.38,1.0
miqists,N,7,"['Ġmi', 'q', 'ists']",2,0.57,605.47,1.0
mirch,N,5,"['Ġmir', 'ch']",1,0.6,621.76,0.95
mirched,N,7,"['Ġm', 'irc', 'hed']",2,0.57,654.05,0.98
mirding,N,7,"['Ġm', 'ird', 'ing']",2,0.57,605.21,0.98
mirds,N,5,"['Ġm', 'irds']",1,0.6,601.87,1.0
mireer,N,6,"['Ġm', 'ire', 'er']",2,0.5,532.33,1.0
mireers,N,7,"['Ġm', 'ire', 'ers']",2,0.57,573.13,1.0
mirehead,N,8,"['Ġm', 'ire', 'head']",2,0.62,615.15,0.92
mireheads,N,9,"['Ġm', 'ire', 'head', 's']",3,0.56,681.21,0.98
mireing,N,7,"['Ġm', 'ire', 'ing']",2,0.57,613.28,0.98
mireings,N,8,"['Ġm', 'ire', 'ings']",2,0.62,662.21,1.0
mireplight,N,10,"['Ġm', 'ire', 'pl', 'ight']",3,0.6,625.95,1.0
mireplights,N,11,"['Ġm', 'ire', 'pl', 'ights']",3,0.64,607.68,1.0
mirey,N,5,"['Ġm', 'ire', 'y']",2,0.4,571.11,0.97
mirging,N,7,"['Ġmir', 'ging']",1,0.71,618.8,0.88
mirks,N,5,"['Ġmir', 'ks']",1,0.6,711.65,0.74
mirled,N,6,"['Ġmir', 'led']",1,0.67,685.31,1.0
mirm,N,4,"['Ġm', 'irm']",1,0.5,575.76,1.0
mirrs,N,5,"['Ġmir', 'rs']",1,0.6,534.67,0.97
mirsters,N,8,"['Ġm', 'irst', 'ers']",2,0.62,622.08,1.0
mirstes,N,7,"['Ġm', 'irst', 'es']",2,0.57,594.05,1.0
mirsting,N,8,"['Ġm', 'irst', 'ing']",2,0.62,578.25,0.95
mirt,N,4,"['Ġm', 'irt']",1,0.5,613.95,0.97
mirthneat,N,9,"['Ġm', 'irth', 'ne', 'at']",3,0.56,588.55,1.0
mirwen,N,6,"['Ġmir', 'w', 'en']",2,0.5,554.26,1.0
misboard,N,8,"['Ġmis', 'board']",1,0.75,787.03,0.92
misboed,N,7,"['Ġmis', 'bo', 'ed']",2,0.57,590.89,0.97
misbood,N,7,"['Ġmis', 'b', 'ood']",2,0.57,672.76,1.0
misbots,N,7,"['Ġmis', 'b', 'ots']",2,0.57,660.11,1.0
miscans,N,7,"['Ġm', 'isc', 'ans']",2,0.57,647.74,0.98
misceg,N,6,"['Ġmis', 'ce', 'g']",2,0.5,527.85,1.0
miscell,N,7,"['Ġmis', 'cell']",1,0.71,603.74,0.95
miscemn,N,7,"['Ġmis', 'ce', 'm', 'n']",3,0.43,627.32,1.0
mischills,N,9,"['Ġmis', 'ch', 'ills']",2,0.67,635.79,0.98
misclands,N,9,"['Ġm', 'isc', 'lands']",2,0.67,607.81,0.98
misdale,N,7,"['Ġmis', 'd', 'ale']",2,0.57,699.34,0.84
misfront,N,8,"['Ġmis', 'front']",1,0.75,829.21,0.61
misgeed,N,7,"['Ġmis', 'ge', 'ed']",2,0.57,664.08,0.97
mishale,N,7,"['Ġm', 'ish', 'ale']",2,0.57,699.03,0.89
mished,N,6,"['Ġm', 'ished']",1,0.67,709.38,0.89
mishot,N,6,"['Ġm', 'ish', 'ot']",2,0.5,727.68,0.66
mishpield,N,9,"['Ġm', 'ish', 'p', 'ield']",3,0.56,664.49,1.0
mishpields,N,10,"['Ġm', 'ish', 'p', 'ield', 's']",4,0.5,593.45,1.0
misics,N,6,"['Ġmis', 'ics']",1,0.67,630.28,1.0
misign,N,6,"['Ġmis', 'ign']",1,0.67,771.0,0.88
misjumns,N,8,"['Ġmis', 'j', 'umn', 's']",3,0.5,581.29,1.0
misjuncts,N,9,"['Ġmis', 'j', 'unct', 's']",3,0.56,800.7,0.89
misk,N,4,"['Ġmis', 'k']",1,0.5,704.39,0.85
misket,N,6,"['Ġmis', 'ket']",1,0.67,635.92,1.0
mislitch,N,8,"['Ġm', 'isl', 'itch']",2,0.62,591.86,0.98
mislitched,N,10,"['Ġm', 'isl', 'it', 'ched']",3,0.6,664.11,1.0
mislooms,N,8,"['Ġm', 'isl', 'o', 'oms']",3,0.5,634.36,0.95
mislorm,N,7,"['Ġm', 'isl', 'orm']",2,0.57,642.54,0.97
mislost,N,7,"['Ġm', 'isl', 'ost']",2,0.57,656.95,0.95
mislow,N,6,"['Ġmis', 'low']",1,0.67,661.06,1.0
misly,N,5,"['Ġmis', 'ly']",1,0.6,694.8,0.95
misnoled,N,8,"['Ġmis', 'n', 'ol', 'ed']",3,0.5,632.92,1.0
misphoofs,N,9,"['Ġmis', 'ph', 'o', 'of', 's']",4,0.44,619.49,0.98
misping,N,7,"['Ġmis', 'ping']",1,0.71,711.74,1.0
mispolled,N,9,"['Ġmis', 'p', 'ol', 'led']",3,0.56,717.92,0.98
misprolt,N,8,"['Ġmis', 'p', 'rol', 't']",3,0.5,617.38,1.0
misps,N,5,"['Ġmis', 'ps']",1,0.6,600.84,1.0
misqugned,N,9,"['Ġmis', 'qu', 'gn', 'ed']",3,0.56,618.86,1.0
misroads,N,8,"['Ġmis', 'road', 's']",2,0.62,792.53,0.87
misrup,N,6,"['Ġmis', 'rup']",1,0.67,684.74,0.95
misrups,N,7,"['Ġmis', 'ru', 'ps']",2,0.57,707.55,0.92
missain,N,7,"['Ġmiss', 'ain']",1,0.71,654.47,0.95
missalls,N,8,"['Ġmiss', 'all', 's']",2,0.62,575.87,0.98
missard,N,7,"['Ġmiss', 'ard']",1,0.71,623.42,0.97
missbrake,N,9,"['Ġmiss', 'bra', 'ke']",2,0.67,645.13,0.95
missmess,N,8,"['Ġmiss', 'm', 'ess']",2,0.62,632.94,0.88
missoke,N,7,"['Ġmis', 'so', 'ke']",2,0.57,588.45,1.0
missole,N,7,"['Ġmis', 'so', 'le']",2,0.57,719.83,0.95
missoles,N,8,"['Ġmiss', 'oles']",1,0.75,721.59,0.95
missoves,N,8,"['Ġmis', 'so', 'ves']",2,0.62,610.05,1.0
misspeaf,N,8,"['Ġmiss', 'pe', 'af']",2,0.62,614.14,0.97
misspirds,N,9,"['Ġmiss', 'p', 'irds']",2,0.67,654.28,1.0
misstayed,N,9,"['Ġmis', 'st', 'ay', 'ed']",3,0.56,711.76,0.92
mistel,N,6,"['Ġmist', 'el']",1,0.67,764.47,0.89
mistis,N,6,"['Ġmist', 'is']",1,0.67,655.36,0.95
mistraps,N,8,"['Ġmist', 'rap', 's']",2,0.62,822.95,0.66
mistrer,N,7,"['Ġmist', 're', 'r']",2,0.57,641.13,0.98
mistrinds,N,9,"['Ġmist', 'r', 'ind', 's']",3,0.56,695.76,1.0
mistross,N,8,"['Ġmist', 'ross']",1,0.75,678.48,1.0
misweeds,N,8,"['Ġmis', 'we', 'eds']",2,0.62,723.0,0.98
miswidge,N,8,"['Ġmis', 'w', 'idge']",2,0.62,651.85,1.0
miswiles,N,8,"['Ġmis', 'w', 'iles']",2,0.62,615.27,1.0
mitam,N,5,"['Ġmit', 'am']",1,0.6,568.59,1.0
mitams,N,6,"['Ġmit', 'ams']",1,0.67,553.34,1.0
mitchdess,N,9,"['Ġm', 'itch', 'dess']",2,0.67,611.15,1.0
mitchings,N,9,"['Ġm', 'itch', 'ings']",2,0.67,646.77,0.98
mitels,N,6,"['Ġmit', 'els']",1,0.67,599.95,1.0
mitemarch,N,9,"['Ġmit', 'em', 'arch']",2,0.67,678.35,1.0
mitepeed,N,8,"['Ġmit', 'ep', 'eed']",2,0.62,636.84,1.0
mith,N,4,"['Ġm', 'ith']",1,0.5,761.93,0.84
mithe,N,5,"['Ġmit', 'he']",1,0.6,611.03,0.97
mithope,N,7,"['Ġm', 'ith', 'ope']",2,0.57,570.61,1.0
miths,N,5,"['Ġm', 'ith', 's']",2,0.4,766.97,0.82
mittee,N,6,"['Ġm', 'ittee']",1,0.67,564.51,1.0
mitters,N,7,"['Ġmit', 'ters']",1,0.71,685.29,0.9
miv,N,3,"['Ġm', 'iv']",1,0.33,521.49,1.0
mive,N,4,"['Ġm', 'ive']",1,0.5,568.21,0.99
miveaux,N,7,"['Ġm', 'ive', 'au', 'x']",3,0.43,571.42,0.97
mivefold,N,8,"['Ġm', 'ive', 'fold']",2,0.62,616.78,1.0
mives,N,5,"['Ġm', 'ives']",1,0.6,604.99,0.95
miving,N,6,"['Ġm', 'iving']",1,0.67,601.81,0.98
mivings,N,7,"['Ġm', 'iv', 'ings']",2,0.57,596.66,0.95
mixids,N,6,"['Ġmix', 'ids']",1,0.67,581.03,1.0
miy,N,3,"['Ġmi', 'y']",1,0.33,531.86,1.0
mmelte,N,6,"['Ġmm', 'el', 'te']",2,0.5,536.35,1.0
mmew,N,4,"['Ġmm', 'ew']",1,0.5,522.62,1.0
moads,N,5,"['Ġm', 'oad', 's']",2,0.4,648.45,0.97
moak,N,4,"['Ġmo', 'ak']",1,0.5,619.19,1.0
moaled,N,6,"['Ġmo', 'aled']",1,0.67,621.16,0.97
moals,N,5,"['Ġmo', 'als']",1,0.6,697.59,0.9
moam,N,4,"['Ġmo', 'am']",1,0.5,613.21,0.88
moanaws,N,7,"['Ġmo', 'an', 'aw', 's']",3,0.43,592.92,1.0
moanschaum,N,10,"['Ġmo', 'ans', 'ch', 'a', 'um']",4,0.5,603.33,1.0
moapest,N,7,"['Ġmo', 'ap', 'est']",2,0.57,585.53,1.0
moaps,N,5,"['Ġmo', 'aps']",1,0.6,663.7,0.82
moapstrom,N,9,"['Ġmo', 'ap', 'st', 'rom']",3,0.56,588.08,1.0
moaves,N,6,"['Ġmo', 'aves']",1,0.67,641.94,0.84
moban,N,5,"['Ġmob', 'an']",1,0.6,550.85,1.0
mobbath,N,7,"['Ġmob', 'b', 'ath']",2,0.57,591.82,1.0
mobbaths,N,8,"['Ġmob', 'b', 'ath', 's']",3,0.5,604.82,1.0
mobente,N,7,"['Ġmob', 'ent', 'e']",2,0.57,552.35,1.0
mober,N,5,"['Ġm', 'ober']",1,0.6,630.49,0.95
mobes,N,5,"['Ġmob', 'es']",1,0.6,670.6,0.95
mobo,N,4,"['Ġmob', 'o']",1,0.5,596.08,0.69
moc,N,3,"['Ġm', 'oc']",1,0.33,586.7,0.99
mocar,N,5,"['Ġm', 'oc', 'ar']",2,0.4,620.68,0.95
mocars,N,6,"['Ġm', 'oc', 'ars']",2,0.5,643.21,1.0
mocer,N,5,"['Ġm', 'oc', 'er']",2,0.4,592.78,0.97
mocken,N,6,"['Ġm', 'ock', 'en']",2,0.5,802.9,0.76
mockened,N,8,"['Ġm', 'ock', 'ened']",2,0.62,798.52,0.62
mockle,N,6,"['Ġm', 'ock', 'le']",2,0.5,681.64,0.95
mockles,N,7,"['Ġm', 'ock', 'les']",2,0.57,740.78,0.92
mockly,N,6,"['Ġm', 'ock', 'ly']",2,0.5,800.88,0.63
mockscul,N,8,"['Ġm', 'ocks', 'cul']",2,0.62,567.1,1.0
mocksmess,N,9,"['Ġm', 'ocks', 'm', 'ess']",3,0.56,633.36,0.95
moclo,N,5,"['Ġm', 'oc', 'lo']",2,0.4,556.13,0.98
mocone,N,6,"['Ġm', 'oc', 'one']",2,0.5,605.84,0.97
modar,N,5,"['Ġmod', 'ar']",1,0.6,576.91,0.92
moddab,N,6,"['Ġmod', 'd', 'ab']",2,0.5,573.0,1.0
moddent,N,7,"['Ġmod', 'd', 'ent']",2,0.57,608.15,0.98
moddle,N,6,"['Ġmod', 'd', 'le']",2,0.5,678.75,0.76
moddled,N,7,"['Ġmod', 'd', 'led']",2,0.57,687.69,0.78
modge,N,5,"['Ġmod', 'ge']",1,0.6,671.62,0.97
moeds,N,5,"['Ġmo', 'eds']",1,0.6,562.42,1.0
moens,N,5,"['Ġmo', 'ens']",1,0.6,577.78,1.0
mofel,N,5,"['Ġm', 'of', 'el']",2,0.4,534.67,0.98
